Airport,AP_NAME,FAA REGION,CITY,STATE,AP Type
BVO,BARTLESVILLE MUNI,ASW,BARTLESVILLE,OK,Public Use
HLX,TWIN COUNTY,AEA,GALAX HILLSVILLE,VA,Public Use
M25,MAYFIELD GRAVES COUNTY,ASO,MAYFIELD,KY,Public Use
LVL,LAWRENCEVILLE/BRUNSWICK MUNI,AEA,LAWRENCEVILLE,VA,Public Use
AVK,ALVA RGNL,ASW,ALVA,OK,Public Use
POF,POPLAR BLUFF MUNI,ACE,POPLAR BLUFF,MO,Public Use
17K,BOISE CITY,ASW,BOISE CITY,OK,Public Use
DXE,DEXTER MUNI,ACE,DEXTER,MO,Public Use
FAT,FRESNO YOSEMITE INTL,AWP,FRESNO,CA,Federalized/Commercial
PVG,HAMPTON ROADS EXECUTIVE,AEA,NORFOLK,VA,Federalized/Commercial
4O5,CHEROKEE MUNI,ASW,CHEROKEE,OK,Public Use
CXE,CHASE CITY MUNI,AEA,CHASE CITY,VA,Public Use
O53,MEDFORD MUNI,ASW,MEDFORD,OK,Public Use
BYL,WILLIAMSBURG-WHITLEY COUNTY,ASO,WILLIAMSBURG,KY,Public Use
K44,BEAVER MUNI,ASW,BEAVER,OK,Public Use
4M7,RUSSELLVILLE-LOGAN COUNTY,ASO,RUSSELLVILLE,KY,Public Use
N24,QUESTA MUNI NR 2,ASW,QUESTA,NM,Public Use
1V0,NAVAJO LAKE,ASW,NAVAJO DAM,NM,Public Use
L41,MARBLE CANYON,AWP,MARBLE CANYON,AZ,Public Use
EOS,NEOSHO HUGH ROBINSON,ACE,NEOSHO,MO,Public Use
2O7,INDEPENDENCE,AWP,INDEPENDENCE,CA,Public Use
1M9,LAKE BARKLEY STATE PARK,ASO,CADIZ,KY,Public Use
24N,JICARILLA APACHE NATION,ASW,DULCE,NM,Public Use
67L,MESQUITE,AWP,MESQUITE,NV,Public Use
N19,AZTEC MUNI,ASW,AZTEC,NM,Public Use
E79,SIERRA SKY PARK,AWP,FRESNO,CA,Public Use
CHQ,MISSISSIPPI COUNTY,ACE,CHARLESTON,MO,Public Use
EKQ,WAYNE COUNTY,ASO,MONTICELLO,KY,Public Use
HVC,HOPKINSVILLE-CHRISTIAN COUNTY,ASO,HOPKINSVILLE,KY,Public Use
O45,HOOKER MUNI,ASW,HOOKER,OK,Public Use
I35,TUCKER-GUTHRIE MEMORIAL,ASO,HARLAN,KY,Public Use
F34,FIREBAUGH,AWP,FIREBAUGH,CA,Public Use
BTY,BEATTY,AWP,BEATTY,NV,Public Use
BFK,BUFFALO MUNI,ASW,BUFFALO,OK,Public Use
UNO,WEST PLAINS RGNL,ACE,WEST PLAINS,MO,Public Use
CVH,HOLLISTER MUNI,AWP,HOLLISTER,CA,Public Use
ORF,NORFOLK INTL,AEA,NORFOLK,VA,Federalized/Commercial
MKJ,MOUNTAIN EMPIRE,AEA,MARION/WYTHEVILLE,VA,Public Use
SIK,SIKESTON MEMORIAL MUNI,ACE,SIKESTON,MO,Public Use
HFJ,MONETT MUNI,ACE,MONETT,MO,Public Use
MIO,MIAMI MUNI,ASW,MIAMI,OK,Public Use
PGA,PAGE MUNI,AWP,PAGE,AZ,Public Use
WVI,WATSONVILLE MUNI,AWP,WATSONVILLE,CA,Public Use
1C9,FRAZIER LAKE AIRPARK,AWP,HOLLISTER,CA,Public Use
AZC,COLORADO CITY MUNI,AWP,COLORADO CITY,AZ,Public Use
W31,LUNENBURG COUNTY,AEA,KENBRIDGE,VA,Public Use
2H2,JERRY SUMNERS SR AURORA MUNI,ACE,AURORA,MO,Public Use
BWG,BOWLING GREEN-WARREN COUNTY RGNL,ASO,BOWLING GREEN,KY,Public Use
AOV,AVA BILL MARTIN MEMORIAL,ACE,AVA,MO,Public Use
AKQ,WAKEFIELD MUNI,AEA,WAKEFIELD,VA,Public Use
LNP,LONESOME PINE,AEA,WISE,VA,Public Use
MAE,MADERA MUNI,AWP,MADERA,CA,Public Use
1H5,WILLOW SPRINGS MEMORIAL,ACE,WILLOW SPRINGS,MO,Public Use
MNF,MOUNTAIN VIEW,ACE,MOUNTAIN VIEW,MO,Public Use
EHA,ELKHART-MORTON COUNTY,ACE,ELKHART,KS,Public Use
MO5,BOLLINGER-CRASS MEMORIAL,ACE,VAN BUREN,MO,Public Use
M34,KENTUCKY DAM STATE PARK,ASO,GILBERTSVILLE,KY,Public Use
K24,RUSSELL COUNTY,ASO,JAMESTOWN,KY,Public Use
KNB,KANAB MUNI,ANM,KANAB,UT,Public Use
GLW,GLASGOW MUNI,ASO,GLASGOW,KY,Public Use
SGU,ST GEORGE MUNI,ANM,ST GEORGE,UT,Public Use
01K,CALDWELL MUNI,ACE,CALDWELL,KS,Public Use
LBL,LIBERAL MID-AMERICA RGNL,ACE,LIBERAL,KS,Federalized/Commercial
SME,LAKE CUMBERLAND RGNL,ASO,SOMERSET,KY,Public Use
0O0,SAN LUIS RESERVOIR,AWP,LOS BANOS,CA,Public Use
PAH,BARKLEY RGNL,ASO,PADUCAH,KY,Federalized/Commercial
JFZ,TAZEWELL COUNTY,AEA,RICHLANDS,VA,Public Use
LSN,LOS BANOS MUNI,AWP,LOS BANOS,CA,Public Use
CIR,CAIRO RGNL,AGL,CAIRO,IL,Public Use
2MO,MOUNT VERNON MUNI,ACE,MOUNT VERNON,MO,Public Use
BKT,ALLEN C PERKINSON BLACKSTONE AAF,AEA,BLACKSTONE,VA,Public Use
E16,SOUTH COUNTY ARPT OF SANTA CLARA COUNTY,AWP,SAN MARTIN,CA,Public Use
7K6,WILCOX FLD,ACE,ANTHONY,KS,Public Use
I96,COLUMBIA-ADAIR CO.,ASO,COLUMBIA,KY,Public Use
LOZ,LONDON-CORBIN ARPT-MAGEE FLD,ASO,LONDON,KY,Public Use
CFV,COFFEYVILLE MUNI,ACE,COFFEYVILLE,KS,Public Use
W91,SMITH MOUNTAIN LAKE,AEA,MONETA,VA,Public Use
2O6,CHOWCHILLA,AWP,CHOWCHILLA,CA,Public Use
2M0,PRINCETON-CALDWELL COUNTY,ASO,PRINCETON,KY,Public Use
1MO,MOUNTAIN GROVE MEMORIAL,ACE,MOUNTAIN GROVE,MO,Public Use
PYN,PIEDMONT MUNI,ACE,PIEDMONT,MO,Public Use
03B,MANSFIELD MUNI,ACE,MANSFIELD,MO,Public Use
PHF,NEWPORT NEWS/WILLIAMSBURG INTL,AEA,NEWPORT NEWS,VA,Federalized/Commercial
TVB,CABOOL MEMORIAL,ACE,CABOOL,MO,Public Use
PSK,NEW RIVER VALLEY,AEA,DUBLIN,VA,Public Use
1L8,GENERAL DICK STOUT FIELD,ANM,HURRICANE,UT,Public Use
0V4,BROOKNEAL/CAMPBELL COUNTY,AEA,BROOKNEAL,VA,Public Use
61K,SEDAN CITY,ACE,SEDAN,KS,Public Use
DRO,DURANGO-LA PLATA COUNTY,ANM,DURANGO,CO,Public Use
JLN,JOPLIN RGNL,ACE,JOPLIN,MO,Federalized/Commercial
IDP,INDEPENDENCE MUNI,ACE,INDEPENDENCE,KS,Public Use
ANY,ANTHONY MUNI,ACE,ANTHONY,KS,Public Use
K67,OSWEGO MUNI,ACE,OSWEGO,KS,Public Use
HQG,HUGOTON MUNI,ACE,HUGOTON,KS,Public Use
K58,HAROLD KRIER FLD,ACE,ASHLAND,KS,Public Use
WLD,STROTHER FIELD,ACE,WINFIELD/ARKANSAS CITY,KS,Public Use
MO2,FLYING BAR H RANCH,ACE,SPRINGFIELD,MO,Public Use
W81,CREWE MUNI,AEA,CREWE,VA,Public Use
M30,METROPOLIS MUNI,AGL,METROPOLIS,IL,Public Use
PTB,DINWIDDIE COUNTY,AEA,PETERSBURG,VA,Public Use
H58,OWEN FIELD,ACE,SEYMOUR,MO,Public Use
8M7,TRADEWATER,ASO,DAWSON SPRINGS,KY,Public Use
00C,ANIMAS AIR PARK,ANM,DURANGO,CO,Public Use
BCB,VIRGINIA TECH/MONTGOMERY EXECUTIVE,AEA,BLACKSBURG,VA,Public Use
3DW,DOWNTOWN,ACE,SPRINGFIELD,MO,Public Use
3K8,COMANCHE COUNTY,ACE,COLDWATER,KS,Public Use
CGI,CAPE GIRARDEAU RGNL,ACE,CAPE GIRARDEAU,MO,Public Use
M21,MUHLENBERG COUNTY,ASO,GREENVILLE,KY,Public Use
GDY,GRUNDY MUNI,AEA,GRUNDY,VA,Public Use
JGG,WILLIAMSBURG-JAMESTOWN,AEA,WILLIAMSBURG,VA,Public Use
SGF,SPRINGFIELD-BRANSON NATIONAL,ACE,SPRINGFIELD,MO,Federalized/Commercial
66V,BLUFF,ANM,BLUFF,UT,Public Use
TAD,PERRY STOKES,ANM,TRINIDAD,CO,Public Use
3O1,GUSTINE,AWP,GUSTINE,CA,Public Use
K51,MEDICINE LODGE,ACE,MEDICINE LODGE,KS,Public Use
55K,OXFORD MUNI,ACE,OXFORD,KS,Public Use
W90,NEW LONDON,AEA,FOREST,VA,Public Use
2K8,ARGONIA MUNI,ACE,ARGONIA,KS,Public Use
8K2,HARPER MUNI,ACE,HARPER,KS,Public Use
MEJ,MEADE MUNI,ACE,MEADE,KS,Public Use
MCE,MERCED RGNL//MACREADY FIELD,AWP,MERCED,CA,Federalized/Commercial
PSO,STEVENS FIELD,ANM,PAGOSA SPRINGS,CO,Public Use
BLF,MERCER COUNTY,AEA,BLUEFIELD,WV,Public Use
CEZ,CORTEZ MUNI,ANM,CORTEZ,CO,Public Use
I53,LIBERTY-CASEY COUNTY,ASO,LIBERTY,KY,Public Use
0T3,TWIN CITY AIRPARK,ACE,MARBLE HILL,MO,Public Use
2G6,MC LAUGHLIN,AEA,CHESTER,VA,Public Use
EGT,WELLINGTON MUNI,ACE,WELLINGTON,KS,Public Use
LYH,LYNCHBURG RGNL/PRESTON GLENN FLD,AEA,LYNCHBURG,VA,Federalized/Commercial
ROA,ROANOKE RGNL/WOODRUM FIELD,AEA,ROANOKE,VA,Federalized/Commercial
M48,HOUSTON MEMORIAL,ACE,HOUSTON,MO,Public Use
PPF,TRI-CITY,ACE,PARSONS,KS,Public Use
RHV,REID-HILLVIEW OF SANTA CLARA COUNTY,AWP,SAN JOSE,CA,Public Use
5M9,MARION-CRITTENDEN COUNTY,ASO,MARION,KY,Public Use
2I0,MADISONVILLE MUNI,ASO,MADISONVILLE,KY,Public Use
FVX,FARMVILLE RGNL,AEA,FARMVILLE,VA,Public Use
AAS,TAYLOR COUNTY,ASO,CAMPBELLSVILLE,KY,Public Use
L92,ALAMO LANDING FIELD,AWP,ALAMO,NV,Public Use
SJC,NORMAN Y. MINETA SAN JOSE INTL,AWP,SAN JOSE,CA,Federalized/Commercial
BIH,EASTERN SIERRA RGNL,AWP,BISHOP,CA,Public Use
W24,FALWELL,AEA,LYNCHBURG,VA,Public Use
MER,CASTLE,AWP,ATWATER,CA,Public Use
2K6,ELK COUNTY,ACE,MOLINE,KS,Public Use
18K,FOWLER,ACE,FOWLER,KS,Public Use
CPF,WENDELL H FORD,ASO,HAZARD,KY,Public Use
M20,GRAYSON COUNTY,ASO,LEITCHFIELD,KY,Public Use
FCI,CHESTERFIELD COUNTY,AEA,RICHMOND,VA,Public Use
05V,BLANCA,ANM,BLANCA,CO,Public Use
I25,WELCH MUNI,AEA,WELCH,WV,Public Use
8M9,PROVIDENCE-WEBSTER CO,ASO,PROVIDENCE,KY,Public Use
ALS,SAN LUIS VALLEY RGNL/BERGMAN FIELD,ANM,ALAMOSA,CO,Federalized/Commercial
2K7,NEODESHA MUNI,ACE,NEODESHA,KS,Public Use
U96,CAL BLACK MEMORIAL,ANM,HALLS CROSSING,UT,Public Use
PTS,ATKINSON MUNI,ACE,PITTSBURG,KS,Public Use
49K,NORWICH,ACE,NORWICH,KS,Public Use
1K9,SATANTA MUNI,ACE,SATANTA,KS,Public Use
9VG,CAMPBELL FIELD,AEA,WEIRWOOD,VA,Public Use
7K4,OHIO COUNTY,ASO,HARTFORD,KY,Public Use
8V7,SPRINGFIELD MUNI,ANM,SPRINGFIELD,CO,Public Use
PAO,PALO ALTO ARPT OF SANTA CLARA CO,AWP,PALO ALTO,CA,Public Use
O15,TURLOCK MUNI,AWP,TURLOCK,CA,Public Use
LLU,LAMAR MUNI,ACE,LAMAR,MO,Public Use
0L4,LIDA JUNCTION,AWP,GOLDFIELD,NV,Public Use
19S,SUBLETTE MUNI,ACE,SUBLETTE,KS,Public Use
W96,NEW KENT COUNTY,AEA,QUINTON,VA,Public Use
RIC,RICHMOND INTL,AEA,RICHMOND,VA,Federalized/Commercial
MPI,MARIPOSA-YOSEMITE,AWP,MARIPOSA,CA,Public Use
SQL,SAN CARLOS,AWP,SAN CARLOS,CA,Public Use
HAF,HALF MOON BAY,AWP,HALF MOON BAY,CA,Public Use
FYJ,MIDDLE PENINSULA RGNL,AEA,WEST POINT,VA,Public Use
07V,CUCHARA VALLEY AT LA VETA,ANM,LA VETA,CO,Public Use
MVI,MONTE VISTA MUNI,ANM,MONTE VISTA,CO,Public Use
TWT,STURGIS MUNI,ASO,STURGIS,KY,Public Use
U07,BULLFROG BASIN,ANM,GLEN CANYON NATL REC AREA,UT,Public Use
8K0,BUCKLIN,ACE,BUCKLIN,KS,Public Use
PBX,PIKE COUNTY-HATCHER FIELD,ASO,PIKEVILLE,KY,Public Use
K50,COOK AIRFIELD,ACE,ROSE HILL,KS,Public Use
DVK,STUART POWELL FIELD,ASO,DANVILLE,KY,Public Use
1K7,FREDONIA,ACE,FREDONIA,KS,Public Use
BDG,BLANDING MUNI,ANM,BLANDING,UT,Public Use
2K3,STANTON COUNTY MUNI,ACE,JOHNSON,KS,Public Use
K17,MONTEZUMA MUNI,ACE,MONTEZUMA,KS,Public Use
JKL,JULIAN CARROLL,ASO,JACKSON,KY,Public Use
M17,BOLIVAR MUNI,ACE,BOLIVAR,MO,Public Use
I16,KEE FIELD,AEA,PINEVILLE,WV,Public Use
W75,HUMMEL FIELD,AEA,SALUDA,VA,Public Use
ULS,ULYSSES,ACE,ULYSSES,KS,Public Use
72K,WESTPORT AUXILIARY,ACE,WICHITA,KS,Public Use
H88,A. PAUL VANCE FREDERICKTOWN RGNL,ACE,FREDERICKTOWN,MO,Public Use
2Q9,DYER,AWP,DYER,NV,Public Use
2I3,ROUGH RIVER STATE PARK,ASO,FALLS-OF-ROUGH,KY,Public Use
K33,SALEM MEMORIAL,ACE,SALEM,MO,Public Use
SFO,SAN FRANCISCO INTL,AWP,SAN FRANCISCO,CA,Federalized/Commercial
MMH,MAMMOTH YOSEMITE,AWP,MAMMOTH LAKES,CA,Public Use
MOD,MODESTO CITY-CO-HARRY SHAM FLD,AWP,MODESTO,CA,Federalized/Commercial
I39,MADISON,ASO,RICHMOND,KY,Public Use
6I2,LEBANON-SPRINGFIELD,ASO,SPRINGFIELD,KY,Public Use
MFV,ACCOMACK COUNTY,AEA,MELFA,VA,Public Use
71K,WESTPORT,ACE,WICHITA,KS,Public Use
LBO,FLOYD W. JONES LEBANON,ACE,LEBANON,MO,Public Use
CEA,CESSNA ACFT FIELD,ACE,WICHITA,KS,Public Use
ICT,WICHITA MID-CONTINENT,ACE,WICHITA,KS,Federalized/Commercial
2M5,STOCKTON LAKE,ACE,STOCKTON,MO,Public Use
H17,BUFFALO MUNI,ACE,BUFFALO,MO,Public Use
HWD,HAYWARD EXECUTIVE,AWP,HAYWARD,CA,Public Use
07S,BEAUMONT HOTEL,ACE,BEAUMONT,KS,Public Use
MO3,STOCKTON MUNI,ACE,STOCKTON,MO,Public Use
CNU,CHANUTE MARTIN JOHNSON,ACE,CHANUTE,KS,Public Use
9K8,KINGMAN AIRPORT - CLYDE CESSNA FIELD,ACE,KINGMAN,KS,Public Use
3AU,AUGUSTA MUNI,ACE,AUGUSTA,KS,Public Use
1Q4,NEW JERUSALEM,AWP,TRACY,CA,Public Use
EBD,APPALACHIAN RGNL,AEA,WILLIAMSON,WV,Public Use
EKX,ADDINGTON FIELD,ASO,ELIZABETHTOWN,KY,Public Use
4I0,MINGO COUNTY,AEA,WILLIAMSON,WV,Public Use
TCY,TRACY MUNI,AWP,TRACY,CA,Public Use
LVK,LIVERMORE MUNI,AWP,LIVERMORE,CA,Public Use
BEC,BEECH FACTORY,ACE,WICHITA,KS,Public Use
4V1,SPANISH PEAKS AIRFIELD,ANM,WALSENBURG,CO,Public Use
CDC,CEDAR CITY RGNL,ANM,CEDAR CITY,UT,Public Use
PTT,PRATT RGNL,ACE,PRATT,KS,Public Use
BCE,BRYCE CANYON,ANM,BRYCE CANYON,UT,Public Use
OFP,HANOVER COUNTY MUNI,AEA,RICHMOND/ASHLAND,VA,Public Use
8V1,ASTRONAUT KENT ROMINGER,ANM,DEL NORTE,CO,Public Use
OAK,METROPOLITAN OAKLAND INTL,AWP,OAKLAND,CA,Federalized/Commercial
OWB,OWENSBORO-DAVIESS COUNTY,ASO,OWENSBORO,KY,Federalized/Commercial
TBN,WAYNESVILLE-ST. ROBERT RGNL FORNEY FLD,ACE,FORT LEONARD WOOD,MO,Public Use
1L7,ESCALANTE MUNI,ANM,ESCALANTE,UT,Public Use
K32,RIVERSIDE,ACE,WICHITA,KS,Public Use
AAO,COLONEL JAMES JABARA,ACE,WICHITA,KS,Public Use
K22,BIG SANDY RGNL,ASO,PRESTONSBURG,KY,Public Use
MWA,WILLIAMSON COUNTY RGNL,AGL,MARION,IL,Public Use
O27,OAKDALE,AWP,OAKDALE,CA,Public Use
H57,BISMARCK MEMORIAL,ACE,BISMARCK,MO,Public Use
FAM,FARMINGTON RGNL,ACE,FARMINGTON,MO,Public Use
DDC,DODGE CITY RGNL,ACE,DODGE CITY,KS,Public Use
8V6,DOVE CREEK,ANM,DOVE CREEK,CO,Public Use
EQA,CAPTAIN JACK THOMAS/EL DORADO,ACE,EL DORADO,KS,Public Use
1K1,LLOYD STEARMAN FIELD,ACE,BENTON,KS,Public Use
MDH,SOUTHERN ILLINOIS,AGL,CARBONDALE/MURPHYSBORO,IL,Public Use
1V8,LEACH,ANM,CENTER,CO,Public Use
I93,BRECKINRIDGE COUNTY,ASO,HARDINSBURG,KY,Public Use
BKW,RALEIGH COUNTY MEMORIAL,AEA,BECKLEY,WV,Public Use
1L1,LINCOLN COUNTY,AWP,PANACA,NV,Public Use
FSK,FORT SCOTT MUNI,ACE,FORT SCOTT,KS,Public Use
9K6,PATTY FIELD,ACE,EL DORADO,KS,Public Use
EHR,HENDERSON CITY-COUNTY,ASO,HENDERSON,KY,Public Use
HSB,HARRISBURG-RALEIGH,AGL,HARRISBURG,IL,Public Use
BRY,SAMUELS FIELD,ASO,BARDSTOWN,KY,Public Use
C24,MINERAL COUNTY MEMORIAL,ANM,CREEDE,CO,Public Use
TGI,TANGIER ISLAND,AEA,TANGIER,VA,Public Use
C83,BYRON,AWP,BYRON,CA,Public Use
8K8,CIMARRON MUNI,ACE,CIMARRON,KS,Public Use
U55,PANGUITCH MUNI,ANM,PANGUITCH,UT,Public Use
I50,STANTON,ASO,STANTON,KY,Public Use
13K,EUREKA MUNI,ACE,EUREKA,KS,Public Use
NVD,NEVADA MUNI,ACE,NEVADA,MO,Public Use
8K5,YATES CENTER,ACE,YATES CENTER,KS,Public Use
6L4,LOGAN COUNTY,AEA,LOGAN,WV,Public Use
87K,EL DORADO SPRINGS MEMORIAL,ACE,EL DORADO SPRINGS,MO,Public Use
LWB,GREENBRIER VALLEY,AEA,LEWISBURG,WV,Federalized/Commercial
XSA,TAPPAHANNOCK-ESSEX COUNTY,AEA,TAPPAHANNOCK,VA,Public Use
1L9,PAROWAN,ANM,PAROWAN,UT,Public Use
E45,PINE MOUNTAIN LAKE,AWP,GROVELAND,CA,Public Use
K88,ALLEN COUNTY,ACE,IOLA,KS,Public Use
K02,PERRYVILLE MUNI,ACE,PERRYVILLE,MO,Public Use
MO1,RICHLAND MUNI,ACE,RICHLAND,MO,Public Use
SCK,STOCKTON METROPOLITAN,AWP,STOCKTON,CA,Federalized/Commercial
30K,INGALLS MUNI,ACE,INGALLS,KS,Public Use
33K,KINSLEY MUNI,ACE,KINSLEY,KS,Public Use
9I3,WEST LIBERTY,ASO,WEST LIBERTY,KY,Public Use
GCK,GARDEN CITY RGNL,ACE,GARDEN CITY,KS,Public Use
8WC,WASHINGTON COUNTY,ACE,POTOSI,MO,Public Use
U64,MONTICELLO,ANM,MONTICELLO,UT,Public Use
K07,ROLLA DOWNTOWN,ACE,ROLLA,MO,Public Use
HSP,INGALLS FIELD,AEA,HOT SPRINGS,VA,Public Use
KY8,HANCOCK CO-RON LEWIS FIELD,ASO,LEWISPORT,KY,Public Use
TEX,TELLURIDE RGNL,ANM,TELLURIDE,CO,Public Use
O24,LEE VINING,AWP,LEE VINING,CA,Public Use
3TA,STAFFORD MUNI,ACE,STAFFORD,KS,Public Use
7W4,LAKE ANNA,AEA,BUMPASS,VA,Public Use
36K,LAKIN,ACE,LAKIN,KS,Public Use
H21,CAMDENTON MEMORIAL,ACE,CAMDENTON,MO,Public Use
PJY,PINCKNEYVILLE-DU QUOIN,AGL,PINCKNEYVILLE,IL,Public Use
K79,JETMORE MUNI,ACE,JETMORE,KS,Public Use
CCR,BUCHANAN FIELD,AWP,CONCORD,CA,Public Use
3K3,SYRACUSE-HAMILTON COUNTY MUNI,ACE,SYRACUSE,KS,Public Use
S74,LOST ISLE,AWP,STOCKTON,CA,Public Use
H96,BENTON MUNI,AGL,BENTON,IL,Public Use
LKU,LOUISA COUNTY/FREEMAN FIELD,AEA,LOUISA,VA,Public Use
C08,SILVER WEST,ANM,WESTCLIFFE,CO,Public Use
3EV,SKYLANE,AGL,EVANSVILLE,IN,Public Use
W41,CRISFIELD MUNI,AEA,CRISFIELD,MD,Public Use
3MO,OSCEOLA MUNI,ACE,OSCEOLA,MO,Public Use
TEL,PERRY COUNTY MUNI,AGL,TELL CITY,IN,Public Use
O22,COLUMBIA,AWP,COLUMBIA,CA,Public Use
K08,HOLLY,ANM,HOLLY,CO,Public Use
LEX,BLUE GRASS,ASO,LEXINGTON,KY,Federalized/Commercial
EVV,EVANSVILLE RGNL,AGL,EVANSVILLE,IN,Federalized/Commercial
I91,BOONVILLE,AGL,BOONVILLE,IN,Public Use
LHX,LA JUNTA MUNI,ANM,LA JUNTA,CO,Public Use
7V9,CITY OF LAS ANIMAS - BENT COUNTY,ANM,LAS ANIMAS,CO,Public Use
EWK,NEWTON-CITY-COUNTY,ACE,NEWTON,KS,Public Use
IOB,MOUNT STERLING-MONTGOMERY COUNTY,ASO,MOUNT STERLING,KY,Public Use
TPH,TONOPAH,AWP,TONOPAH,NV,Public Use
HUT,HUTCHINSON MUNI,ACE,HUTCHINSON,KS,Public Use
UBX,CUBA MUNI,ACE,CUBA,MO,Public Use
LAA,LAMAR MUNI,ANM,LAMAR,CO,Public Use
W13,EAGLE'S NEST,AEA,WAYNESBORO,VA,Public Use
L53,LODI AIRPARK,AWP,LODI,CA,Public Use
CUL,CARMI MUNI,AGL,CARMI,IL,Public Use
O20,KINGDON AIRPARK,AWP,LODI,CA,Public Use
AIZ,LEE C FINE MEMORIAL,ACE,KAISER LAKE OZARK,MO,Public Use
04V,SAGUACHE MUNI,ANM,SAGUACHE,CO,Public Use
K15,GRAND GLAIZE- OSAGE BEACH,ACE,OSAGE BEACH,MO,Public Use
VIH,ROLLA NATIONAL,ACE,ROLLA/VICHY,MO,Public Use
57K,GILMORE,ACE,PLEASANTON,KS,Public Use
19T,TAN TAR A RESORT,ACE,OSAGE BEACH,MO,Public Use
CHO,CHARLOTTESVILLE-ALBEMARLE,AEA,CHARLOTTESVILLE,VA,Federalized/Commercial
DVO,GNOSS FIELD,AWP,NOVATO,CA,Public Use
CPU,CALAVERAS CO-MAURY RASMUSSEN FIELD,AWP,SAN ANDREAS,CA,Public Use
SAR,SPARTA COMMUNITY-HUNTER FIELD,AGL,SPARTA,IL,Public Use
GVE,GORDONSVILLE MUNI,AEA,GORDONSVILLE,VA,Public Use
SDF,LOUISVILLE INTL-STANDIFORD FIELD,ASO,LOUISVILLE,KY,Federalized/Commercial
FFT,CAPITAL CITY,ASO,FRANKFORT,KY,Public Use
O88,RIO VISTA MUNI,AWP,RIO VISTA,CA,Public Use
FES,FESTUS MEMORIAL,ACE,FESTUS,MO,Public Use
1O3,LODI,AWP,LODI,CA,Public Use
LQR,LARNED-PAWNEE COUNTY,ACE,LARNED,KS,Public Use
47K,MOUNDRIDGE MUNI,ACE,MOUNDRIDGE,KS,Public Use
APC,NAPA COUNTY,AWP,NAPA,CA,Public Use
M97,MOREHEAD-ROWAN COUNTY CLYDE A. THOMAS RGNL,ASO,MOREHEAD,KY,Public Use
75U,HARRY S TRUMAN DAM & RESERVOIR,ACE,WARSAW,MO,Public Use
0Q3,SONOMA VALLEY,AWP,SCHELLVILLE/SONOMA,CA,Public Use
LOU,BOWMAN FIELD,ASO,LOUISVILLE,KY,Public Use
U52,BEAVER MUNI,ANM,BEAVER,UT,Public Use
SXL,SUMMERSVILLE,AEA,SUMMERSVILLE,WV,Public Use
UUV,SULLIVAN RGNL,ACE,SULLIVAN,MO,Public Use
27K,GEORGETOWN SCOTT COUNTY - MARSHALL FLD,ASO,GEORGETOWN,KY,Public Use
AIB,HOPKINS FIELD,ANM,NUCLA,CO,Public Use
OMH,ORANGE COUNTY,AEA,ORANGE,VA,Public Use
HNB,HUNTINGBURG,AGL,HUNTINGBURG,IN,Federalized/Commercial
U13,JUNCTION,ANM,JUNCTION,UT,Public Use
2I2,OLIVE HILL-SELLERS' FIELD,ASO,OLIVE HILL,KY,Public Use
0Q9,SONOMA SKYPARK,AWP,SONOMA,CA,Public Use
O69,PETALUMA MUNI,AWP,PETALUMA,CA,Public Use
3I4,RICHWOOD MUNI,AEA,RICHWOOD,WV,Public Use
SHD,SHENANDOAH VALLEY RGNL,AEA,STAUNTON/WAYNESBORO/HARRISONBURG,VA,Federalized/Commercial
O57,BRYANT FIELD,AWP,BRIDGEPORT,CA,Public Use
EZF,SHANNON,AEA,FREDERICKSBURG,VA,Public Use
K68,GARNETT MUNI,ACE,GARNETT,KS,Public Use
1I6,HOLIDAY INN LAKEVIEW,AGL,CLARKSVILLE,IN,Public Use
PUB,PUEBLO MEMORIAL,ANM,PUEBLO,CO,Public Use
BUM,BUTLER MEMORIAL,ACE,BUTLER,MO,Public Use
UKL,COFFEY COUNTY,ACE,BURLINGTON,KS,Public Use
F72,FRANKLIN FIELD,AWP,FRANKLIN,CA,Public Use
OXB,OCEAN CITY MUNI,AEA,OCEAN CITY,MD,Public Use
2W6,ST. MARY'S COUNTY RGNL,AEA,LEONARDTOWN,MD,Public Use
MVN,MOUNT VERNON,AGL,MOUNT VERNON,IL,Public Use
EMP,EMPORIA MUNI,ACE,EMPORIA,KS,Public Use
43K,MARION MUNI,ACE,MARION,KS,Public Use
SBY,SALISBURY-OCEAN CITY WICOMICO RGNL,AEA,SALISBURY,MD,Public Use
LYO,LYONS-RICE COUNTY MUNI,ACE,LYONS,KS,Public Use
M66,ALFRED SCHROEDER FIELD,ACE,HILLSBORO,KS,Public Use
GBD,GREAT BEND MUNI,ACE,GREAT BEND,KS,Public Use
RAW,WARSAW MUNI,ACE,WARSAW,MO,Public Use
MPR,MC PHERSON,ACE,MC PHERSON,KS,Public Use
GLY,CLINTON MEMORIAL,ACE,CLINTON,MO,Public Use
9K0,COTTONWOOD FALLS,ACE,COTTONWOOD FALLS,KS,Public Use
H79,ELDON MODEL AIRPARK,ACE,ELDON,MO,Public Use
38U,WAYNE WONDERLAND,ANM,LOA,UT,Public Use
JVY,CLARK RGNL,AGL,JEFFERSONVILLE,IN,Public Use
0I8,CYNTHIANA-HARRISON COUNTY,ASO,CYNTHIANA,KY,Public Use
VBW,BRIDGEWATER AIR PARK,AEA,BRIDGEWATER,VA,Public Use
